pushup%20(1)_jpg.rf.f7e0f03af0378dd9180adc2528ff30b9.jpg,201.98615,82.990974,-416.78955,208.23239,75.06914,-413.49374,210.94095,74.341644,-413.4852,213.40007,73.40192,-413.53384,200.07503,73.21983,-421.535,196.91689,70.918816,-421.64117,193.59694,68.38286,-421.70154,214.63934,65.0606,-339.25024,184.2526,58.239487,-377.4723,202.34302,87.24775,-383.5367,194.48897,84.81854,-394.46295,222.56073,82.95247,-241.64519,149.58395,73.20235,-335.24182,209.84189,152.754,-208.49925,116.68661,159.93106,-348.25668,217.33765,228.03987,-237.05862,112.77159,237.16498,-367.76434,227.79462,239.89345,-254.06355,106.80423,248.0883,-398.63724,222.91458,244.845,-273.65933,116.464195,252.2053,-406.5343,218.36378,240.35837,-246.51245,118.70379,246.77441,-372.0639,173.19038,152.78018,26.199411,135.73409,155.21748,-26.391071,169.77591,177.03854,277.8961,123.80243,182.94777,176.0353,141.24039,146.88434,482.16074,107.30792,149.36491,410.73627,135.48367,139.62563,504.50452,102.68857,140.16719,435.72375,138.08868,154.7344,491.11688,106.1534,163.03726,407.61914
pushup%20(10)_jpg.rf.2b3a5660d296b76af7a4acf25fe79c64.jpg,218.77115,115.87694,-456.22137,222.64645,109.27066,-456.87946,225.8256,107.867294,-456.8928,228.59433,106.20616,-456.96387,213.92085,109.64975,-455.6862,211.34102,108.663605,-455.72284,208.87662,107.486176,-455.74435,232.8293,95.7937,-394.10648,204.2781,96.60318,-389.51382,224.57309,116.674835,-426.91708,214.56657,116.86789,-425.68033,262.47678,105.58634,-325.99133,187.67484,112.674446,-298.2537,276.58926,191.57964,-323.0508,184.29222,183.73769,-280.05008,279.64923,267.53543,-340.67343,173.69815,252.01569,-309.65726,286.81915,278.8633,-372.67596,165.68454,265.12274,-336.23874,278.10205,281.4386,-386.78516,171.32726,267.4505,-356.24103,275.623,276.70447,-348.41327,176.32233,262.97717,-319.56122,255.61037,160.29005,-12.619339,217.595,154.37207,12.606332,245.8761,196.82207,186.1124,224.60054,191.53398,220.22063,259.39185,178.1211,424.91718,229.8119,177.95474,447.2261,260.70892,171.54253,448.9115,233.27977,175.7213,470.6489,262.96988,192.32057,420.98077,230.30006,191.58904,439.9321
pushup%20(11)_jpg.rf.6a5eb16d5067414384bfc3eb01fe7f8e.jpg,210.76575,107.16964,-396.27164,213.90999,99.03969,-397.9419,217.16232,97.203125,-397.94357,220.16922,95.29927,-398.021,205.08224,100.472275,-395.76077,202.46408,99.71163,-395.8089,199.96999,98.719345,-395.83936,224.7952,86.359474,-348.46985,195.41656,88.72301,-338.91663,217.23929,107.38568,-372.52206,207.40756,109.42965,-369.71152,255.98692,92.80035,-294.58115,182.2364,107.95552,-258.35312,272.7898,182.68079,-296.68582,184.95203,176.80127,-242.82817,279.0166,257.1452,-306.85175,177.15543,242.21872,-267.92908,283.416,266.48923,-334.32596,168.0576,260.6957,-288.2419,278.30234,269.4045,-343.4126,172.51021,262.46286,-307.22266,275.9934,264.95276,-312.69128,178.19624,255.18704,-277.34213,256.47,148.25603,-19.504288,217.41342,146.25821,19.437742,251.92558,197.7467,123.48003,232.61842,188.93695,185.08366,270.22604,168.74191,318.9438,237.55052,177.09032,364.8147,272.85577,159.46764,339.91733,246.40979,171.31923,384.31284,274.95978,187.0896,333.98297,241.60202,192.52315,374.55798
pushup%20(12)_jpg.rf.3c02245f56606345ceaaa9fa2d0a7b4e.jpg,190.42761,96.24294,-418.36078,192.97078,89.62114,-419.58023,196.27815,88.307495,-419.55716,199.44208,86.629524,-419.63818,184.61414,89.751305,-416.52313,182.15263,89.0254,-416.54953,179.66388,88.13825,-416.55582,204.29552,76.23959,-370.5158,175.74648,78.77291,-356.73334,197.62016,97.616455,-395.2067,187.70671,97.95271,-391.33554,238.37016,83.86378,-322.9527,164.69705,95.24733,-265.1813,250.64165,176.60135,-324.63174,168.99362,164.9366,-253.4143,264.18408,248.39578,-330.25415,161.32877,230.91328,-278.60974,268.0169,259.32736,-360.00967,150.36742,250.17953,-296.44662,260.51962,261.78177,-369.9269,157.43004,249.95924,-319.60638,258.78595,256.3651,-336.2089,163.674,242.82724,-289.54138,240.28914,133.81735,-28.278183,200.11523,129.7207,28.313423,235.73679,195.43054,40.853474,215.31325,186.35599,150.53622,262.50116,155.90892,257.10382,229.17804,164.06992,332.81528,261.93143,146.68965,280.74023,229.19002,157.55246,352.88248,273.40067,171.91945,300.9947,234.69812,174.94142,365.19562
pushup%20(13)_jpg.rf.df3b3ea1b10ff206ca16f828f2eac0b4.jpg,185.5958,82.55639,-394.4667,187.83821,75.1654,-394.39297,190.9033,73.82639,-394.38647,194.20634,72.06218,-394.4809,180.24187,75.49603,-390.71655,177.6259,74.5352,-390.73892,175.00313,73.29459,-390.73322,200.96886,61.933872,-346.40634,172.31328,64.64203,-329.07822,192.20454,84.51007,-372.4816,183.61421,85.05835,-367.52142,236.99466,72.68918,-304.9505,164.13782,87.859245,-243.69942,256.47128,159.90866,-310.29105,168.53278,156.54034,-232.87123,263.51028,239.82675,-319.7613,161.5965,223.13194,-260.14117,268.21744,251.7898,-350.3073,148.13387,230.73389,-276.5255,260.46747,254.53288,-359.5001,157.71863,241.29132,-300.63522,258.1878,248.75111,-325.4629,163.2063,234.21617,-271.10413,239.03598,134.74286,-29.849844,200.0447,128.65852,29.86071,229.77809,193.2461,48.346767,215.41649,177.2695,163.5064,261.83005,153.68562,258.77753,230.40668,158.3285,340.0089,260.71976,143.74289,281.4174,232.51314,152.51976,359.24667,270.52646,170.39325,291.8484,233.13362,173.02887,362.78912
pushup%20(14)_jpg.rf.ed5f63d62d6e6ae107ab8d66ce17148b.jpg,200.98232,90.14168,-404.12753,203.4476,81.28903,-406.21234,206.03549,79.49469,-406.20438,208.3362,77.508766,-406.26053,194.67307,82.80208,-402.75204,191.7977,82.001144,-402.794,189.26935,81.11376,-402.83035,212.83617,67.2113,-353.91577,184.16373,71.97988,-338.65506,206.9841,90.70831,-378.86728,197.87343,93.176445,-374.5116,246.5173,72.78342,-300.29248,171.93591,92.68697,-257.49155,269.44482,162.16821,-306.12152,175.75769,160.39201,-250.51974,271.44513,238.65851,-316.89886,168.08664,227.23987,-277.45575,277.5383,247.6728,-346.15073,156.45224,243.69217,-297.51385,269.2392,251.82935,-355.6672,163.38797,245.49834,-315.95343,267.15414,247.69229,-322.37802,170.36967,237.98608,-286.1034,246.04524,122.17525,-21.409306,207.0625,123.38629,21.438911,243.66019,187.71799,50.8445,229.29774,185.26047,127.67908,263.15445,156.29407,278.13303,242.97745,160.2145,330.06952,261.85934,149.90886,302.81375,243.54521,153.05817,353.29,271.57266,171.25145,315.39395,250.20288,173.96092,360.73648
pushup%20(15)_jpg.rf.582f4ef5aa0623fd90d0153b71ed7208.jpg,191.0864,90.67179,-426.848,193.88425,84.045,-428.27948,197.11499,82.669,-428.25073,200.18091,80.88284,-428.31604,185.78146,84.44827,-426.28543,183.15916,83.61415,-426.32928,180.5355,82.60799,-426.36493,204.55652,69.81531,-376.4316,176.10464,73.2364,-366.88687,197.08368,91.893105,-402.2601,187.91101,92.73324,-399.7004,238.03299,73.6956,-321.17975,164.51921,92.320175,-285.21902,259.11624,162.44319,-322.37216,166.2482,162.26219,-281.6476,261.80322,245.56653,-328.7168,157.93869,229.52562,-302.46936,266.2461,256.8453,-356.14047,149.11342,247.1004,-323.58212,259.3574,258.9331,-369.12814,154.0437,250.67896,-342.47775,257.5898,253.73601,-335.71133,159.47717,244.80182,-311.7011,240.10007,127.180725,-22.196262,200.05864,127.05362,22.215775,233.39459,198.85617,18.220737,214.51001,188.52126,108.58632,255.36046,154.40855,255.28683,228.68817,154.36864,315.24164,252.17072,143.44156,281.73776,227.00099,144.62794,338.5311,265.99124,168.13754,312.56375,238.91353,161.6833,361.90646
pushup%20(16)_jpg.rf.f28a44257ca6e56884d63e899d248ccd.jpg,173.8935,99.80511,-451.10446,177.52005,92.76486,-451.65036,180.93991,91.338554,-451.65225,184.16602,89.78077,-451.72333,168.73769,93.42159,-449.60706,166.07147,92.658615,-449.66083,163.47392,91.81502,-449.6909,189.7416,80.69453,-390.59076,160.11067,83.31053,-382.13055,180.47664,100.55954,-422.95078,170.48796,101.41633,-420.53876,222.67911,88.15142,-326.64136,146.31093,100.04497,-293.51068,239.50342,179.72684,-321.68396,146.5563,175.95345,-276.94775,242.11325,256.50684,-336.2141,135.87564,246.23892,-307.28018,246.9871,268.8424,-367.60706,127.99191,261.96167,-332.9087,240.07951,271.50745,-380.94925,133.26317,263.7088,-354.67236,237.68538,266.32086,-343.42737,138.31525,257.98392,-318.1726,218.9155,148.13092,-15.465149,180.32524,143.94168,15.422245,210.827,192.99066,142.83897,191.2136,187.64037,191.09283,225.60976,165.99594,383.77222,197.91585,168.75528,421.75272,226.74069,157.66371,408.94342,199.91443,163.41754,446.38474,231.89548,180.29549,396.64423,195.4699,182.1127,430.67975
pushup%20(17)_jpg.rf.343e0c64bfa023dfca8a83d3cc512e16.jpg,170.01942,108.00423,-517.3878,174.06963,100.782616,-516.12225,177.78929,99.544586,-516.12646,181.26639,98.061104,-516.194,164.85983,100.7826,-514.2735,162.2471,99.8884,-514.33185,159.70947,98.93142,-514.3747,186.8706,87.52871,-442.05402,156.37819,87.62174,-435.12994,176.8402,109.74983,-484.16064,166.27158,109.293434,-482.27173,218.72717,102.494576,-363.0241,141.17804,106.37432,-329.02716,225.51869,193.21074,-360.3629,138.91055,184.51721,-309.86035,237.29959,263.14615,-391.9465,129.46982,253.48068,-338.41272,245.6103,275.70575,-426.8405,119.85228,269.74542,-366.85995,234.52504,278.93488,-443.74893,125.81156,271.97412,-389.10907,231.85591,272.72787,-400.984,131.24352,266.03854,-349.69064,210.5438,153.67957,-16.14314,171.1825,148.91577,16.142513,203.42935,200.12695,189.51634,180.37827,194.58089,221.4888,216.17958,161.82172,446.1283,186.00664,169.40698,472.80746,215.50006,153.30704,472.69336,187.3286,163.54681,499.46375,223.86859,171.28613,449.0293,185.96872,179.46837,472.38876
pushup%20(18)_jpg.rf.d6c598b5a3eba75453886d4e6b7b1814.jpg,190.89085,101.991325,-508.52588,195.26668,94.48078,-505.2878,198.45992,92.84976,-505.28754,201.69879,91.69549,-505.37128,187.00307,94.34126,-504.2514,184.53143,92.934265,-504.30582,182.14346,92.02524,-504.36035,207.77536,84.111,-430.1032,178.16339,86.05641,-426.68365,196.55342,104.27214,-475.93384,186.85942,104.0345,-475.05762,236.20045,109.51619,-355.9373,160.2892,105.649445,-327.55963,241.08867,195.11774,-356.14722,156.67078,180.9082,-315.9505,252.31639,265.51218,-379.75146,144.25966,250.92691,-340.23132,259.04926,277.93698,-409.84796,134.93295,266.69305,-368.4049,248.29536,280.20395,-427.53455,141.6441,267.6805,-387.82867,244.81168,274.7902,-388.698,147.10356,261.67227,-350.72482,222.00873,152.47278,-12.758358,185.4408,145.543,12.750799,213.54785,204.21219,186.43205,186.34235,187.3916,225.26268,223.6495,156.78104,432.61005,197.72008,155.18575,445.1834,221.32837,147.91074,458.05252,198.8381,149.28926,468.58588,227.48885,160.42252,432.79608,199.80962,157.93404,437.26578
